Day fraction since midnight on 	pH probe (pH)	air slope ()	air valve control ()	
0.609772692	5.292289734	0	NaN
0.609784287	5.265433312	0	NaN
0.609795842	5.304893017	0	NaN
0.609807417	5.29361248	0	NaN
0.609818991	5.298192024	0	NaN
0.609830583	5.289937019	0	NaN
0.609842146	5.242432118	0	NaN
0.609853722	5.243427753	0	NaN
0.609865302	5.211835861	0	NaN
0.609876861	5.266866684	0	NaN
0.609888441	5.220216274	0	NaN
0.609900027	5.315176964	0	NaN
0.609911597	5.217235565	0	NaN
0.609923155	5.264360905	0	NaN
0.609934728	5.192899704	0	NaN
0.609946312	5.244119644	0	NaN
0.609957886	5.165147305	0	NaN
0.609969467	5.231816769	0	NaN
0.60998103	5.159336567	0	NaN
0.609992626	5.198035717	0	NaN
0.610004174	5.112635136	0	NaN
0.610015752	5.174732685	0	NaN
0.610027324	5.119465828	0	NaN
0.610038934	5.183004379	0	NaN
0.610050486	5.123177528	0	NaN
0.610062049	5.20102644	0	NaN
0.610073635	5.14649868	0	NaN
0.610085191	5.151766777	0	NaN
0.610096781	5.140369892	0	NaN
0.610108358	5.126223087	0	NaN
0.610119934	5.182525635	0	NaN
0.610131492	5.126319885	0	NaN
0.610143081	5.128259182	0	NaN
0.61015464	5.092209816	0	NaN
0.61016623	5.123276234	0	NaN
0.610177789	5.060260773	0	NaN
0.610189371	5.140768051	0	NaN
0.61020093	5.059480667	0	NaN
0.61021251	5.120334625	0	NaN
0.610224101	5.044322014	0	NaN
0.610235684	5.073120594	0	NaN
0.610247257	4.989797592	0	NaN
0.610258821	5.071158886	0	NaN
0.610270394	4.984846115	0	NaN
0.610281983	5.053064346	0	NaN
0.610293542	4.967327118	0	NaN
0.610305122	5.040575504	0	NaN
0.610316689	4.959440231	0	NaN
0.610328253	5.037302971	0	NaN
0.610339827	4.960595131	0	NaN
0.610351413	4.999268532	0	NaN
0.610362975	4.954494	0	NaN
0.610374558	4.995375156	0	NaN
0.610386137	4.953354836	0	NaN
0.610397707	4.933678627	0	NaN
0.610409281	4.912636757	0	NaN
0.610420839	4.910280228	0	NaN
0.610432428	4.864660263	0	NaN
0.610443994	4.836278439	0	NaN
0.610455563	4.904631615	0	NaN
0.610467166	4.869877815	0	NaN
0.610478709	4.831503868	0	NaN
0.610490283	4.788658619	0	NaN
0.610501872	4.876616001	0	NaN
0.610513464	4.786547661	0	NaN
0.610525027	4.857302189	0	NaN
0.610536579	4.766489983	0	NaN
0.610548155	4.848838329	0	NaN
0.610559726	4.766372204	0	NaN
0.61057132	4.818202019	0	NaN
0.610582876	4.701812267	0	NaN
0.610594468	4.783432961	0	NaN
0.610606035	4.663808346	0	NaN
0.61061763	4.751946449	0	NaN
0.61062919	4.668148518	0	NaN
0.610640753	4.713516712	0	NaN
0.610652327	4.615875244	0	NaN
0.610663916	4.664871216	0	NaN
0.610675508	4.624216557	0	NaN
0.610687059	4.620128632	0	NaN
0.610698637	4.595982075	0	NaN
0.61071021	4.606714249	0	NaN
0.610721787	4.623198509	0	NaN
0.610733338	4.553446293	0	NaN
0.610744927	4.556385517	0	NaN
0.610756497	4.524130821	0	NaN
0.610768081	4.559147835	0	NaN
0.610779654	4.491295338	0	NaN
0.610791219	4.542283535	0	NaN
0.610802789	4.45500803	0	NaN
0.610814373	4.48252964	0	NaN
0.610825945	4.425343037	0	NaN
0.610837506	4.466191769	0	NaN
0.610849108	4.36584425	0	NaN
0.610860666	4.454170227	0	NaN
0.610872234	4.358753681	0	NaN
0.610883815	4.439582348	0	NaN
0.610895394	4.354815006	0	NaN
0.610906974	4.369718075	0	NaN
0.610918523	4.277750015	0	NaN
0.610930116	4.340508461	0	NaN
0.610941692	4.294562817	0	NaN
0.610953262	4.330043793	0	NaN
0.610964824	4.249475479	0	NaN
0.610976421	4.296262741	0	NaN
0.610987992	4.193691731	0	NaN
0.610999567	4.212336063	0	NaN
0.611011121	4.234330654	0	NaN
0.611022709	4.190894604	0	NaN
0.611034275	4.221152782	0	NaN
0.611045836	4.170500755	0	NaN
0.611057426	4.234438419	0	NaN
0.611069002	4.174085617	0	NaN
0.611080598	4.211165428	0	NaN
0.611092134	4.119404793	0	NaN
0.611103727	4.173876762	0	NaN
0.611115303	4.084077835	0	NaN
0.611126889	4.126302719	0	NaN
0.611138437	4.05384922	0	NaN
0.611150019	4.149012566	0	NaN
0.61116161	4.066173077	0	NaN
0.611173196	4.178870678	0	NaN
0.611184726	4.039587021	0	NaN
0.61119631	4.114596844	0	NaN
0.61120789	4.008617401	0	NaN
0.611219458	4.063137531	0	NaN
0.611231027	4.039958954	0	NaN
0.611242611	4.082531929	0	NaN
0.611254185	4.051524639	0	NaN
0.611265746	4.035678864	0	NaN
0.611277322	3.996283531	0	NaN
0.611288912	4.005721569	0	NaN
0.611300489	4.001344204	0	NaN
0.611312062	3.982595444	0	NaN
0.611323644	4.068295002	0	NaN		
0.611335215	4.239027977	0	NaN
0.611346795	3.950100422	0	NaN
0.611358357	3.941165686	0	NaN
0.611369912	3.951198578	0	NaN
0.611381504	3.856487989	0	NaN
0.611393067	3.898531675	0	NaN
0.611404634	3.873056173	0	NaN
0.611416225	3.991556644	0	NaN
0.611427798	3.892746449	0	NaN
0.611439371	3.961019039	0	NaN
0.61145094	3.839253664	0	NaN
0.611462522	3.935218811	0	NaN
0.611474088	3.865452528	0	NaN
0.611485661	3.96686697	0	NaN
0.611497241	3.894501448	0	NaN
0.611508815	3.942294359	0	NaN
0.611520377	3.865883827	0	NaN
0.611531962	3.899123669	0	NaN
0.611543521	3.833375216	0	NaN
0.611555129	3.897375345	0	NaN
0.611566681	3.927059174	0	NaN
0.611578244	3.906036139	0	NaN
0.611589835	3.919470787	0	NaN
0.61160142	3.841596842	0	NaN
0.611612968	3.851623535	0	NaN
0.611624556	3.812576771	0	NaN
0.61163613	3.908539772	0	NaN
0.611647718	3.821771622	0	NaN
0.611659296	3.925813437	0	NaN
0.611670839	3.818695307	0	NaN
0.611682424	3.863839388	0	NaN
0.611693994	3.771079063	0	NaN
0.611705585	3.871889591	0	NaN
0.611717151	3.816761017	0	NaN
0.611728706	3.939644814	0	NaN
0.611740301	3.843128443	0	NaN
0.611751863	3.88684845	0	NaN
0.61176343	3.751449108	0	NaN
0.61177502	3.87156868	0	NaN
0.611786585	3.785480022	0	NaN
0.611798154	3.854462624	0	NaN
0.611809726	3.816546679	0	NaN
0.611821298	3.839061022	0	NaN
0.611832873	3.791391134	0	NaN
0.611844457	3.790176153	0	NaN
0.611856023	3.779509306	0	NaN
0.6118676	3.790725708	0	NaN
0.61187917	3.837665796	0	NaN
0.611890743	3.811337948	0	NaN
0.61190233	3.848217249	0	NaN
0.611913908	3.731061935	0	NaN
0.611925474	3.773168087	0	NaN
0.611937059	3.739332199	0	NaN
0.61194862	3.760605097	0	NaN
0.611960206	3.729531527	0	NaN
0.611971765	3.797212124	0	NaN
0.611983361	3.769898176	0	NaN
0.611994926	3.820296764	0	NaN
0.612006493	3.705067158	0	NaN
0.612018063	3.74750638	0	NaN
0.612029635	3.70124507	0	NaN
0.612041216	3.803636789	0	NaN
0.612052779	3.68546629	0	NaN
0.612064387	3.815280438	0	NaN
0.612075949	3.709657431	0	NaN
0.612087502	3.735031843	0	NaN
0.612099091	3.699098349	0	NaN
0.612110663	3.740927696	0	NaN
0.612122239	3.73464036	0	NaN
0.612133799	3.794750691	0	NaN
0.612145392	3.776742458	0	NaN
0.612156948	3.724791765	0	NaN
0.612168541	3.676085949	0	NaN
0.612180127	3.694363117	0	NaN
0.612191674	3.700306177	0	NaN
0.612203257	3.670999765	0	NaN
0.612214848	3.691302061	0	NaN
0.612226411	3.691292763	0	NaN
0.612237997	3.746948481	0	NaN
0.612249554	3.656846285	0	NaN
0.612261129	3.748892546	0	NaN
0.612272688	3.663544655	0	NaN
0.612284271	3.756108284	0	NaN
0.612295858	3.713511467	0	NaN
0.61230741	3.745277166	0	NaN
0.612318983	3.620593309	0	NaN
0.612330579	3.717051268	0	NaN
0.612342145	3.631724596	0	NaN
0.612353735	3.724689961	0	NaN
0.612365302	3.649180651	0	NaN
0.612376867	3.726708174	0	NaN
0.612388427	3.65427208	0	NaN
0.612400019	3.692494154	0	NaN
0.612411602	3.648568869	0	NaN
0.612423162	3.676009655	0	NaN
0.61243474	3.736925364	0	NaN
0.612446307	3.720789194	0	NaN
0.612457883	3.6962111	0	NaN
0.612469461	3.666425705	0	NaN
0.61248104	3.689791679	0	NaN
0.612492611	3.657474518	0	NaN
0.612504178	3.718302012	0	NaN
0.612515754	3.673777342	0	NaN
0.612527321	3.664730549	0	NaN
0.612538891	3.624394655	0	NaN
0.612550495	3.661463022	0	NaN
0.612562059	3.627345562	0	NaN
0.612573637	3.723716021	0	NaN
0.612585196	3.626030684	0	NaN
0.612596794	3.70676899	0	NaN
0.612608335	3.579226494	0	NaN
0.612619929	3.706417322	0	NaN
0.612631514	3.622679234	0	NaN
0.61264306	3.746260166	0	NaN
0.612654652	3.600889683	0	NaN
0.612666219	3.678880215	0	NaN
0.612677784	3.61079526	0	NaN
0.612689371	3.684546232	0	NaN
0.612700945	3.638335228	0	NaN
0.612712533	3.660144329	0	NaN
0.612724094	3.625375509	0	NaN
0.612735667	3.626497507	0	NaN
0.612747237	3.640162945	0	NaN
0.612758798	3.644467831	0	NaN
0.612770379	3.728083372	0	NaN
0.612781977	3.6379354	0	NaN
0.61279355	3.640871763	0	NaN
0.612805097	3.593421459	0	NaN
0.612816687	3.692376852	0	NaN
0.612828242	3.63372469	0	NaN
0.612839816	3.735086441	0	NaN
0.612851406	3.574281454	0	NaN
0.612862976	3.609015226	0	NaN
0.612874552	3.572980642	0	NaN
0.612886133	3.682065249	0	NaN
0.612897706	3.619244337	0	NaN
0.612909272	3.719176054	0	NaN
0.612920849	3.57497716	0	NaN
0.612932424	3.680048943	0	NaN
0.612943986	3.504925013	0	NaN
0.612955572	3.623219729	0	NaN
0.612967141	3.557139635	0	NaN
0.612978724	3.648204565	0	NaN
0.612990288	3.574265957	0	NaN
0.613001872	3.61585021	0	NaN
0.613013432	3.60463953	0	NaN
0.613025003	3.61163044	0	NaN
0.613036591	3.669124603	0	NaN
0.613048155	3.617385387	0	NaN
0.613059724	3.603327751	0	NaN
0.6130713	3.559866667	0	NaN
0.613082889	3.605773926	0	NaN
0.613094466	3.555381298	0	NaN
0.613106021	3.62493825	0	NaN
0.613117611	3.591689825	0	NaN
0.613129188	3.61541009	0	NaN
0.613140743	3.528237343	0	NaN
0.613152333	3.61766386	0	NaN
0.613163917	3.531662941	0	NaN
0.613175495	3.637482405	0	NaN
0.613187053	3.579277992	0	NaN
0.613198646	3.626964808	0	NaN
0.613210214	3.502246857	0	NaN
0.613221764	3.64876914	0	NaN
0.613233357	3.578155279	0	NaN
0.613244908	3.670384169	0	NaN
0.613256494	3.576898336	0	NaN
0.61326809	3.601612806	0	NaN
0.613279649	3.550288916	0	NaN
0.613291228	3.582170963	0	NaN
0.613302798	3.614194632	0	NaN
0.613314364	3.598699331	0	NaN
0.613325942	3.593386412	0	NaN
0.613337515	3.578623056	0	NaN
0.613349085	3.543337107	0	NaN
0.613360664	3.520281553	0	NaN
0.61337224	3.600741863	0	NaN
0.613383804	3.569255352	0	NaN
0.613395394	3.645419359	0	NaN
0.613406959	3.521399498	0	NaN
0.613418548	3.558580399	0	NaN
0.613430103	3.512482882	0	NaN
0.613441675	3.627562285	0	NaN
0.613453275	3.539480925	0	NaN
0.613464833	3.596378565	0	NaN
0.613476417	3.495077848	0	NaN
0.613487973	3.55350256	0	NaN
0.613499543	3.469634295	0	NaN
0.613511135	3.616256714	0	NaN
0.613522703	3.556982756	0	NaN
0.613534275	3.631006241	0	NaN
0.613545852	3.495072603	0	NaN
0.613557408	3.560926199	0	NaN
0.613569004	3.523092747	0	NaN
0.613580565	3.584442616	0	NaN
0.613592161	3.598756552	0	NaN
0.613603705	3.573947668	0	NaN
0.613615293	3.545424223	0	NaN
0.613626883	3.502927303	0	NaN
0.613638434	3.545476437	0	NaN
0.613650044	3.522839069	0	NaN
0.613661603	3.558584452	0	NaN
0.613673182	3.498408794	0	NaN
0.613684743	3.543306112	0	NaN
0.613696297	3.486089706	0	NaN
0.613707878	3.540918589	0	NaN
0.613719461	3.497948885	0	NaN
0.613731048	3.627912521	0	NaN
0.613742606	3.489684105	0	NaN
0.613754183	3.551977634	0	NaN
0.613765754	3.473380804	0	NaN
0.613777332	3.564397335	0	NaN
0.613788896	3.507413864	0	NaN
0.613800465	3.591048479	0	NaN
0.613812049	3.478735685	0	NaN
0.613823632	3.570637226	0	NaN
0.6138352	3.491818428	0	NaN
0.613846782	3.547679901	0	NaN
0.613858376	3.503970146	0	NaN
0.613869923	3.569654226	0	NaN
0.613881502	3.513098717	0	NaN
0.613893067	3.530511379	0	NaN
0.613904634	3.514254808	0	NaN
0.613916219	3.500254631	0	NaN
0.613927783	3.571019411	0	NaN
0.613939385	3.50083375	0	NaN
0.613950952	3.515461445	0	NaN
0.613962512	3.483481884	0	NaN
0.613974074	3.532180309	0	NaN
0.613985681	3.47092557	0	NaN
0.613997253	3.541797161	0	NaN
0.614008813	3.455192328	0	NaN
0.614020391	3.534950972	0	NaN
0.614031951	3.457383633	0	NaN
0.614043551	3.499304771	0	NaN
0.614055113	3.450732231	0	NaN
0.614066672	3.552761078	0	NaN
0.614078266	3.472009182	0	NaN
0.614089831	3.532264233	0	NaN
0.614101422	3.449751854	0	NaN
0.61411297	3.564488411	0	NaN
0.614124556	3.473546743	0	NaN
0.614136121	3.55187583	0	NaN
0.614147692	3.427013636	0	NaN
0.614159281	3.500869036	0	NaN
0.614170843	3.484098673	0	NaN
0.614182407	3.524073839	0	NaN
0.614193983	3.505714655	0	NaN
0.614205562	3.517692566	0	NaN
0.614217139	3.508340597	0	NaN
0.61422871	3.459335566	0	NaN
0.614240283	3.530109644	0	NaN
0.614251867	3.4929564	0	NaN
0.614263438	3.556287527	0	NaN
0.614275032	3.458923578	0	NaN
0.61428659	3.45314312	0	NaN
0.614298151	3.447780609	0	NaN
0.61430975	3.529671431	0	NaN
0.614321299	3.497276306	0	NaN
0.614332886	3.558050633	0	NaN
0.614344465	3.427636862	0	NaN
0.61435603	3.483036757	0	NaN
0.614367619	3.45861578	0	NaN
0.614379173	3.54273653	0	NaN
0.614390755	3.445984364	0	NaN
0.614402329	3.544231176	0	NaN
0.614413894	3.423778057	0	NaN
0.614425477	3.494471073	0	NaN
0.614437048	3.409869671	0	NaN
0.614448643	3.539488554	0	NaN
0.614460205	3.524497986	0	NaN
0.61447176	3.531715393	0	NaN
0.61448336	3.475538492	0	NaN
0.614494931	3.499194145	0	NaN
0.61450648	3.453726769	0	NaN
0.614518058	3.474338532	0	NaN
0.61452964	3.523698568	0	NaN
0.614541205	3.49960351	0	NaN
0.614552777	3.473214626	0	NaN
0.614564359	3.414926529	0	NaN
0.614575957	3.457010269	0	NaN
0.614587499	3.410939217	0	NaN
0.614599094	3.498770237	0	NaN
0.614610653	3.46024251	0	NaN
0.614622228	3.529782534	0	NaN
0.61463381	3.441042662	0	NaN
0.614645382	3.512769699	0	NaN
0.614656958	3.414038181	0	NaN
0.614668537	3.474049568	0	NaN
0.6146801	3.408147335	0	NaN
0.614691698	3.512941361	0	NaN
0.61470324	3.441398144	0	NaN
0.614714815	3.513400555	0	NaN
0.614726403	3.37431407	0	NaN
0.614737982	3.468600988	0	NaN
0.614749558	3.388350725	0	NaN
0.614761139	3.492908955	0	NaN
0.614772707	3.455771208	0	NaN
0.614784272	3.490249634	0	NaN
0.614795845	3.45263648	0	NaN
0.61480742	3.433029413	0	NaN
0.614818982	3.424034596	0	NaN
